WEEK;WEEK_LABEL;AGE_GROUP;RESPONDENTS_N;ARI_CASE_PERC
2021-12-20;20 dec t/m 26 dec '21;<=24;186;9,14
2021-12-20;20 dec t/m 26 dec '21;25-39;1013;10,66
2021-12-20;20 dec t/m 26 dec '21;40-49;1433;8,16
2021-12-20;20 dec t/m 26 dec '21;50-59;2549;6,00
2021-12-20;20 dec t/m 26 dec '21;60-69;2955;4,97
2021-12-20;20 dec t/m 26 dec '21;70+;1394;2,44
2021-12-20;20 dec t/m 26 dec '21;Totaal;9530;6,04
2021-12-27;27 dec t/m  2 jan '21;<=24;195;4,62
2021-12-27;27 dec t/m  2 jan '21;25-39;1012;8,99
2021-12-27;27 dec t/m  2 jan '21;40-49;1516;7,32
2021-12-27;27 dec t/m  2 jan '21;50-59;2674;5,91
2021-12-27;27 dec t/m  2 jan '21;60-69;3061;5,62
2021-12-27;27 dec t/m  2 jan '21;70+;1447;4,22
2021-12-27;27 dec t/m  2 jan '21;Totaal;9905;6,08
2022-01-03; 3 jan t/m  9 jan '22;<=24;206;5,83
2022-01-03; 3 jan t/m  9 jan '22;25-39;1049;10,39
2022-01-03; 3 jan t/m  9 jan '22;40-49;1558;6,42
2022-01-03; 3 jan t/m  9 jan '22;50-59;2691;5,98
2022-01-03; 3 jan t/m  9 jan '22;60-69;3074;4,72
2022-01-03; 3 jan t/m  9 jan '22;70+;1475;3,19
2022-01-03; 3 jan t/m  9 jan '22;Totaal;10053;5,71
2022-01-10;10 jan t/m 16 jan '22;<=24;216;11,57
2022-01-10;10 jan t/m 16 jan '22;25-39;1030;9,32
2022-01-10;10 jan t/m 16 jan '22;40-49;1560;8,14
2022-01-10;10 jan t/m 16 jan '22;50-59;2686;6,03
2022-01-10;10 jan t/m 16 jan '22;60-69;3044;4,60
2022-01-10;10 jan t/m 16 jan '22;70+;1454;3,23
2022-01-10;10 jan t/m 16 jan '22;Totaal;9990;5,98
2022-01-17;17 jan t/m 23 jan '22;<=24;200;13,00
2022-01-17;17 jan t/m 23 jan '22;25-39;1036;11,68
2022-01-17;17 jan t/m 23 jan '22;40-49;1543;8,81
2022-01-17;17 jan t/m 23 jan '22;50-59;2661;5,30
2022-01-17;17 jan t/m 23 jan '22;60-69;3067;4,43
2022-01-17;17 jan t/m 23 jan '22;70+;1463;3,83
2022-01-17;17 jan t/m 23 jan '22;Totaal;9970;6,18
2022-01-24;24 jan t/m 30 jan '22;<=24;205;15,61
2022-01-24;24 jan t/m 30 jan '22;25-39;1040;15,77
2022-01-24;24 jan t/m 30 jan '22;40-49;1573;13,60
2022-01-24;24 jan t/m 30 jan '22;50-59;2673;7,74
2022-01-24;24 jan t/m 30 jan '22;60-69;3068;5,74
2022-01-24;24 jan t/m 30 jan '22;70+;1467;4,02
2022-01-24;24 jan t/m 30 jan '22;Totaal;10026;8,50
2022-01-31;31 jan t/m  6 feb '22;<=24;205;18,54
2022-01-31;31 jan t/m  6 feb '22;25-39;1040;16,54
2022-01-31;31 jan t/m  6 feb '22;40-49;1622;14,36
2022-01-31;31 jan t/m  6 feb '22;50-59;2686;8,04
2022-01-31;31 jan t/m  6 feb '22;60-69;3066;6,03
2022-01-31;31 jan t/m  6 feb '22;70+;1480;3,85
2022-01-31;31 jan t/m  6 feb '22;Totaal;10099;8,92
2022-02-07; 7 feb t/m 13 feb '22;<=24;207;13,53
2022-02-07; 7 feb t/m 13 feb '22;25-39;1001;14,29
2022-02-07; 7 feb t/m 13 feb '22;40-49;1539;12,87
2022-02-07; 7 feb t/m 13 feb '22;50-59;2662;7,74
2022-02-07; 7 feb t/m 13 feb '22;60-69;3057;6,18
2022-02-07; 7 feb t/m 13 feb '22;70+;1482;4,99
2022-02-07; 7 feb t/m 13 feb '22;Totaal;9948;8,42
2022-02-14;14 feb t/m 20 feb '22;<=24;194;16,49
2022-02-14;14 feb t/m 20 feb '22;25-39;971;12,77
2022-02-14;14 feb t/m 20 feb '22;40-49;1527;11,98
2022-02-14;14 feb t/m 20 feb '22;50-59;2646;7,56
2022-02-14;14 feb t/m 20 feb '22;60-69;3010;5,78
2022-02-14;14 feb t/m 20 feb '22;70+;1473;4,34
2022-02-14;14 feb t/m 20 feb '22;Totaal;9821;7,91
2022-02-21;21 feb t/m 27 feb '22;<=24;188;11,70
2022-02-21;21 feb t/m 27 feb '22;25-39;888;12,61
2022-02-21;21 feb t/m 27 feb '22;40-49;1437;8,98
2022-02-21;21 feb t/m 27 feb '22;50-59;2556;7,12
2022-02-21;21 feb t/m 27 feb '22;60-69;2920;5,17
2022-02-21;21 feb t/m 27 feb '22;70+;1470;4,56
2022-02-21;21 feb t/m 27 feb '22;Totaal;9459;7,01
2022-02-28;28 feb t/m  6 mrt '22;<=24;175;20,57
2022-02-28;28 feb t/m  6 mrt '22;25-39;919;18,17
2022-02-28;28 feb t/m  6 mrt '22;40-49;1417;13,76
2022-02-28;28 feb t/m  6 mrt '22;50-59;2546;9,15
2022-02-28;28 feb t/m  6 mrt '22;60-69;2956;6,97
2022-02-28;28 feb t/m  6 mrt '22;70+;1467;4,09
2022-02-28;28 feb t/m  6 mrt '22;Totaal;9480;9,46
2022-03-07; 7 mrt t/m 13 mrt '22;<=24;184;23,91
2022-03-07; 7 mrt t/m 13 mrt '22;25-39;895;17,21
2022-03-07; 7 mrt t/m 13 mrt '22;40-49;1437;14,89
2022-03-07; 7 mrt t/m 13 mrt '22;50-59;2534;12,75
2022-03-07; 7 mrt t/m 13 mrt '22;60-69;2983;10,06
2022-03-07; 7 mrt t/m 13 mrt '22;70+;1488;6,45
2022-03-07; 7 mrt t/m 13 mrt '22;Totaal;9521;11,88
2022-03-14;14 mrt t/m 20 mrt '22;<=24;172;15,70
2022-03-14;14 mrt t/m 20 mrt '22;25-39;856;15,89
2022-03-14;14 mrt t/m 20 mrt '22;40-49;1420;10,49
2022-03-14;14 mrt t/m 20 mrt '22;50-59;2465;10,67
2022-03-14;14 mrt t/m 20 mrt '22;60-69;2972;10,30
2022-03-14;14 mrt t/m 20 mrt '22;70+;1457;8,10
2022-03-14;14 mrt t/m 20 mrt '22;Totaal;9342;10,69
2022-03-21;21 mrt t/m 27 mrt '22;<=24;171;11,11
2022-03-21;21 mrt t/m 27 mrt '22;25-39;840;14,17
2022-03-21;21 mrt t/m 27 mrt '22;40-49;1335;10,94
2022-03-21;21 mrt t/m 27 mrt '22;50-59;2446;9,93
2022-03-21;21 mrt t/m 27 mrt '22;60-69;2884;7,77
2022-03-21;21 mrt t/m 27 mrt '22;70+;1454;6,33
2022-03-21;21 mrt t/m 27 mrt '22;Totaal;9130;9,23
2022-03-28;28 mrt t/m  3 apr '22;<=24;179;16,20
2022-03-28;28 mrt t/m  3 apr '22;25-39;807;12,39
2022-03-28;28 mrt t/m  3 apr '22;40-49;1328;11,37
2022-03-28;28 mrt t/m  3 apr '22;50-59;2393;9,69
2022-03-28;28 mrt t/m  3 apr '22;60-69;2915;7,10
2022-03-28;28 mrt t/m  3 apr '22;70+;1438;6,68
2022-03-28;28 mrt t/m  3 apr '22;Totaal;9060;9,00
2022-04-04; 4 apr t/m 10 apr '22;<=24;155;14,19
2022-04-04; 4 apr t/m 10 apr '22;25-39;780;12,95
2022-04-04; 4 apr t/m 10 apr '22;40-49;1295;8,80
2022-04-04; 4 apr t/m 10 apr '22;50-59;2394;7,81
2022-04-04; 4 apr t/m 10 apr '22;60-69;2878;6,91
2022-04-04; 4 apr t/m 10 apr '22;70+;1465;5,46
2022-04-04; 4 apr t/m 10 apr '22;Totaal;8967;7,84
2022-04-11;11 apr t/m 17 apr '22;<=24;139;12,23
2022-04-11;11 apr t/m 17 apr '22;25-39;699;10,73
2022-04-11;11 apr t/m 17 apr '22;40-49;1181;8,64
2022-04-11;11 apr t/m 17 apr '22;50-59;2169;7,19
2022-04-11;11 apr t/m 17 apr '22;60-69;2701;6,52
2022-04-11;11 apr t/m 17 apr '22;70+;1329;5,42
2022-04-11;11 apr t/m 17 apr '22;Totaal;8218;7,28
2022-04-18;18 apr t/m 24 apr '22;<=24;141;14,18
2022-04-18;18 apr t/m 24 apr '22;25-39;750;12,93
2022-04-18;18 apr t/m 24 apr '22;40-49;1186;8,52
2022-04-18;18 apr t/m 24 apr '22;50-59;2228;6,96
2022-04-18;18 apr t/m 24 apr '22;60-69;2790;4,80
2022-04-18;18 apr t/m 24 apr '22;70+;1416;4,24
2022-04-18;18 apr t/m 24 apr '22;Totaal;8511;6,66
2022-04-25;25 apr t/m  1 mei '22;<=24;124;16,13
2022-04-25;25 apr t/m  1 mei '22;25-39;703;8,96
2022-04-25;25 apr t/m  1 mei '22;40-49;1109;5,68
2022-04-25;25 apr t/m  1 mei '22;50-59;2189;5,66
2022-04-25;25 apr t/m  1 mei '22;60-69;2768;4,95
2022-04-25;25 apr t/m  1 mei '22;70+;1430;3,71
2022-04-25;25 apr t/m  1 mei '22;Totaal;8323;5,53
2022-05-02; 2 mei t/m  8 mei '22;<=24;119;10,92
2022-05-02; 2 mei t/m  8 mei '22;25-39;675;9,78
2022-05-02; 2 mei t/m  8 mei '22;40-49;1088;6,25
2022-05-02; 2 mei t/m  8 mei '22;50-59;2090;4,88
2022-05-02; 2 mei t/m  8 mei '22;60-69;2690;4,46
2022-05-02; 2 mei t/m  8 mei '22;70+;1391;3,09
2022-05-02; 2 mei t/m  8 mei '22;Totaal;8053;5,12
2022-05-09; 9 mei t/m 15 mei '22;<=24;117;9,40
2022-05-09; 9 mei t/m 15 mei '22;25-39;662;9,06
2022-05-09; 9 mei t/m 15 mei '22;40-49;1091;6,14
2022-05-09; 9 mei t/m 15 mei '22;50-59;2127;5,12
2022-05-09; 9 mei t/m 15 mei '22;60-69;2656;3,46
2022-05-09; 9 mei t/m 15 mei '22;70+;1405;2,28
2022-05-09; 9 mei t/m 15 mei '22;Totaal;8058;4,60
2022-05-16;16 mei t/m 22 mei '22;<=24;122;4,92
2022-05-16;16 mei t/m 22 mei '22;25-39;655;7,18
2022-05-16;16 mei t/m 22 mei '22;40-49;1093;5,76
2022-05-16;16 mei t/m 22 mei '22;50-59;2113;5,49
2022-05-16;16 mei t/m 22 mei '22;60-69;2674;3,44
2022-05-16;16 mei t/m 22 mei '22;70+;1410;2,13
2022-05-16;16 mei t/m 22 mei '22;Totaal;8067;4,39
2022-05-23;23 mei t/m 29 mei '22;<=24;126;12,70
2022-05-23;23 mei t/m 29 mei '22;25-39;607;7,41
2022-05-23;23 mei t/m 29 mei '22;40-49;1054;6,45
2022-05-23;23 mei t/m 29 mei '22;50-59;2090;4,74
2022-05-23;23 mei t/m 29 mei '22;60-69;2646;3,89
2022-05-23;23 mei t/m 29 mei '22;70+;1387;2,16
2022-05-23;23 mei t/m 29 mei '22;Totaal;7910;4,56
2022-05-30;30 mei t/m  5 jun '22;<=24;120;14,17
2022-05-30;30 mei t/m  5 jun '22;25-39;594;8,75
2022-05-30;30 mei t/m  5 jun '22;40-49;1035;7,34
2022-05-30;30 mei t/m  5 jun '22;50-59;2036;5,80
2022-05-30;30 mei t/m  5 jun '22;60-69;2592;4,28
2022-05-30;30 mei t/m  5 jun '22;70+;1391;3,24
2022-05-30;30 mei t/m  5 jun '22;Totaal;7768;5,39
2022-06-06; 6 jun t/m 12 jun '22;<=24;114;13,16
2022-06-06; 6 jun t/m 12 jun '22;25-39;606;11,55
2022-06-06; 6 jun t/m 12 jun '22;40-49;1047;7,07
2022-06-06; 6 jun t/m 12 jun '22;50-59;2032;6,79
2022-06-06; 6 jun t/m 12 jun '22;60-69;2633;4,52
2022-06-06; 6 jun t/m 12 jun '22;70+;1363;3,60
2022-06-06; 6 jun t/m 12 jun '22;Totaal;7795;5,97
2022-06-13;13 jun t/m 19 jun '22;<=24;73;12,33
2022-06-13;13 jun t/m 19 jun '22;25-39;400;12,00
2022-06-13;13 jun t/m 19 jun '22;40-49;738;9,62
2022-06-13;13 jun t/m 19 jun '22;50-59;1376;7,41
2022-06-13;13 jun t/m 19 jun '22;60-69;1711;5,73
2022-06-13;13 jun t/m 19 jun '22;70+;936;3,53
2022-06-13;13 jun t/m 19 jun '22;Totaal;5234;6,90
2022-06-20;20 jun t/m 26 jun '22;<=24;129;8,53
2022-06-20;20 jun t/m 26 jun '22;25-39;668;11,38
2022-06-20;20 jun t/m 26 jun '22;40-49;1190;9,75
2022-06-20;20 jun t/m 26 jun '22;50-59;2305;8,89
2022-06-20;20 jun t/m 26 jun '22;60-69;2851;6,03
2022-06-20;20 jun t/m 26 jun '22;70+;1469;4,90
2022-06-20;20 jun t/m 26 jun '22;Totaal;8612;7,57
2022-06-27;27 jun t/m  3 jul '22;<=24;122;13,11
2022-06-27;27 jun t/m  3 jul '22;25-39;667;8,10
2022-06-27;27 jun t/m  3 jul '22;40-49;1178;8,23
2022-06-27;27 jun t/m  3 jul '22;50-59;2290;7,82
2022-06-27;27 jun t/m  3 jul '22;60-69;2813;5,40
2022-06-27;27 jun t/m  3 jul '22;70+;1418;3,03
2022-06-27;27 jun t/m  3 jul '22;Totaal;8488;6,37
2022-07-04; 4 jul t/m 10 jul '22;<=24;110;9,09
2022-07-04; 4 jul t/m 10 jul '22;25-39;710;14,37
2022-07-04; 4 jul t/m 10 jul '22;40-49;1218;9,85
2022-07-04; 4 jul t/m 10 jul '22;50-59;2416;7,62
2022-07-04; 4 jul t/m 10 jul '22;60-69;2919;4,76
2022-07-04; 4 jul t/m 10 jul '22;70+;1519;4,08
2022-07-04; 4 jul t/m 10 jul '22;Totaal;8892;6,94
2022-07-11;11 jul t/m 17 jul '22;<=24;118;8,47
2022-07-11;11 jul t/m 17 jul '22;25-39;678;10,32
2022-07-11;11 jul t/m 17 jul '22;40-49;1167;7,80
2022-07-11;11 jul t/m 17 jul '22;50-59;2391;7,07
2022-07-11;11 jul t/m 17 jul '22;60-69;2863;5,62
2022-07-11;11 jul t/m 17 jul '22;70+;1508;4,18
2022-07-11;11 jul t/m 17 jul '22;Totaal;8725;6,46
2022-07-18;18 jul t/m 24 jul '22;<=24;123;9,76
2022-07-18;18 jul t/m 24 jul '22;25-39;625;8,64
2022-07-18;18 jul t/m 24 jul '22;40-49;1124;7,74
2022-07-18;18 jul t/m 24 jul '22;50-59;2277;5,49
2022-07-18;18 jul t/m 24 jul '22;60-69;2877;5,01
2022-07-18;18 jul t/m 24 jul '22;70+;1504;3,32
2022-07-18;18 jul t/m 24 jul '22;Totaal;8530;5,53
2022-07-25;25 jul t/m 31 jul '22;<=24;69;5,80
2022-07-25;25 jul t/m 31 jul '22;25-39;357;5,88
2022-07-25;25 jul t/m 31 jul '22;40-49;620;8,23
2022-07-25;25 jul t/m 31 jul '22;50-59;1334;5,32
2022-07-25;25 jul t/m 31 jul '22;60-69;1668;3,90
2022-07-25;25 jul t/m 31 jul '22;70+;874;4,35
2022-07-25;25 jul t/m 31 jul '22;Totaal;4922;5,08
2022-08-01; 1 aug t/m  7 aug '22;<=24;107;10,28
2022-08-01; 1 aug t/m  7 aug '22;25-39;617;8,91
2022-08-01; 1 aug t/m  7 aug '22;40-49;1026;6,14
2022-08-01; 1 aug t/m  7 aug '22;50-59;2208;5,21
2022-08-01; 1 aug t/m  7 aug '22;60-69;2770;3,57
2022-08-01; 1 aug t/m  7 aug '22;70+;1489;3,49
2022-08-01; 1 aug t/m  7 aug '22;Totaal;8217;4,81
2022-08-08; 8 aug t/m 14 aug '22;<=24;100;6,00
2022-08-08; 8 aug t/m 14 aug '22;25-39;581;6,54
2022-08-08; 8 aug t/m 14 aug '22;40-49;1015;5,22
2022-08-08; 8 aug t/m 14 aug '22;50-59;2214;4,92
2022-08-08; 8 aug t/m 14 aug '22;60-69;2844;3,31
2022-08-08; 8 aug t/m 14 aug '22;70+;1538;2,28
2022-08-08; 8 aug t/m 14 aug '22;Totaal;8292;4,04
2022-08-15;15 aug t/m 21 aug '22;<=24;96;6,25
2022-08-15;15 aug t/m 21 aug '22;25-39;577;4,51
2022-08-15;15 aug t/m 21 aug '22;40-49;1046;5,26
2022-08-15;15 aug t/m 21 aug '22;50-59;2189;2,83
2022-08-15;15 aug t/m 21 aug '22;60-69;2829;2,76
2022-08-15;15 aug t/m 21 aug '22;70+;1544;1,68
2022-08-15;15 aug t/m 21 aug '22;Totaal;8281;3,06
2022-08-22;22 aug t/m 28 aug '22;<=24;102;0,98
2022-08-22;22 aug t/m 28 aug '22;25-39;571;6,30
2022-08-22;22 aug t/m 28 aug '22;40-49;1063;5,36
2022-08-22;22 aug t/m 28 aug '22;50-59;2174;4,23
2022-08-22;22 aug t/m 28 aug '22;60-69;2762;2,53
2022-08-22;22 aug t/m 28 aug '22;70+;1492;1,74
2022-08-22;22 aug t/m 28 aug '22;Totaal;8164;3,45
2022-08-29;29 aug t/m  4 sep '22;<=24;102;5,88
2022-08-29;29 aug t/m  4 sep '22;25-39;637;9,26
2022-08-29;29 aug t/m  4 sep '22;40-49;1097;6,56
2022-08-29;29 aug t/m  4 sep '22;50-59;2189;4,61
2022-08-29;29 aug t/m  4 sep '22;60-69;2813;4,05
2022-08-29;29 aug t/m  4 sep '22;70+;1504;2,79
2022-08-29;29 aug t/m  4 sep '22;Totaal;8342;4,72
2022-09-05; 5 sep t/m 11 sep '22;<=24;185;16,22
2022-09-05; 5 sep t/m 11 sep '22;25-39;969;11,87
2022-09-05; 5 sep t/m 11 sep '22;40-49;1501;8,79
2022-09-05; 5 sep t/m 11 sep '22;50-59;2617;6,38
2022-09-05; 5 sep t/m 11 sep '22;60-69;3230;4,61
2022-09-05; 5 sep t/m 11 sep '22;70+;1760;3,18
2022-09-05; 5 sep t/m 11 sep '22;Totaal;10262;6,32
2022-09-12;12 sep t/m 18 sep '22;<=24;276;19,93
2022-09-12;12 sep t/m 18 sep '22;25-39;1223;13,65
2022-09-12;12 sep t/m 18 sep '22;40-49;1756;11,39
2022-09-12;12 sep t/m 18 sep '22;50-59;3047;7,65
2022-09-12;12 sep t/m 18 sep '22;60-69;3719;5,16
2022-09-12;12 sep t/m 18 sep '22;70+;2044;4,45
2022-09-12;12 sep t/m 18 sep '22;Totaal;12065;7,77
2022-09-19;19 sep t/m 25 sep '22;<=24;353;22,66
2022-09-19;19 sep t/m 25 sep '22;25-39;1544;20,60
2022-09-19;19 sep t/m 25 sep '22;40-49;2097;16,50
2022-09-19;19 sep t/m 25 sep '22;50-59;3551;12,59
2022-09-19;19 sep t/m 25 sep '22;60-69;4317;8,99
2022-09-19;19 sep t/m 25 sep '22;70+;2463;6,29
2022-09-19;19 sep t/m 25 sep '22;Totaal;14325;12,10
2022-09-26;26 sep t/m  2 okt '22;<=24;463;23,11
2022-09-26;26 sep t/m  2 okt '22;25-39;1837;22,54
2022-09-26;26 sep t/m  2 okt '22;40-49;2471;18,13
2022-09-26;26 sep t/m  2 okt '22;50-59;4022;13,72
2022-09-26;26 sep t/m  2 okt '22;60-69;4805;10,26
2022-09-26;26 sep t/m  2 okt '22;70+;2671;8,87
2022-09-26;26 sep t/m  2 okt '22;Totaal;16269;13,84
2022-10-03; 3 okt t/m  9 okt '22;<=24;431;23,67
2022-10-03; 3 okt t/m  9 okt '22;25-39;1916;21,61
2022-10-03; 3 okt t/m  9 okt '22;40-49;2563;17,52
2022-10-03; 3 okt t/m  9 okt '22;50-59;4207;14,43
2022-10-03; 3 okt t/m  9 okt '22;60-69;5014;11,31
2022-10-03; 3 okt t/m  9 okt '22;70+;2766;8,64
2022-10-03; 3 okt t/m  9 okt '22;Totaal;16897;14,07
2022-10-10;10 okt t/m 16 okt '22;<=24;410;19,27
2022-10-10;10 okt t/m 16 okt '22;25-39;1890;19,74
2022-10-10;10 okt t/m 16 okt '22;40-49;2563;14,12
2022-10-10;10 okt t/m 16 okt '22;50-59;4324;12,53
2022-10-10;10 okt t/m 16 okt '22;60-69;5119;9,98
2022-10-10;10 okt t/m 16 okt '22;70+;2802;8,99
2022-10-10;10 okt t/m 16 okt '22;Totaal;17108;12,39
2022-10-17;17 okt t/m 23 okt '22;<=24;390;18,97
2022-10-17;17 okt t/m 23 okt '22;25-39;1872;17,63
2022-10-17;17 okt t/m 23 okt '22;40-49;2550;12,04
2022-10-17;17 okt t/m 23 okt '22;50-59;4290;9,63
2022-10-17;17 okt t/m 23 okt '22;60-69;5117;8,79
2022-10-17;17 okt t/m 23 okt '22;70+;2819;6,46
2022-10-17;17 okt t/m 23 okt '22;Totaal;17038;10,31
2022-10-24;24 okt t/m 30 okt '22;<=24;380;21,32
2022-10-24;24 okt t/m 30 okt '22;25-39;1822;15,20
2022-10-24;24 okt t/m 30 okt '22;40-49;2555;10,45
2022-10-24;24 okt t/m 30 okt '22;50-59;4323;8,54
2022-10-24;24 okt t/m 30 okt '22;60-69;5099;6,75
2022-10-24;24 okt t/m 30 okt '22;70+;2822;5,49
2022-10-24;24 okt t/m 30 okt '22;Totaal;17001;8,78
2022-10-31;31 okt t/m  6 nov '22;<=24;382;15,45
2022-10-31;31 okt t/m  6 nov '22;25-39;1781;14,60
2022-10-31;31 okt t/m  6 nov '22;40-49;2532;10,35
2022-10-31;31 okt t/m  6 nov '22;50-59;4234;7,25
2022-10-31;31 okt t/m  6 nov '22;60-69;5125;7,40
2022-10-31;31 okt t/m  6 nov '22;70+;2809;5,06
2022-10-31;31 okt t/m  6 nov '22;Totaal;16863;8,36
2022-11-07; 7 nov t/m 13 nov '22;<=24;360;20,83
2022-11-07; 7 nov t/m 13 nov '22;25-39;1711;15,60
2022-11-07; 7 nov t/m 13 nov '22;40-49;2390;11,21
2022-11-07; 7 nov t/m 13 nov '22;50-59;4142;8,33
2022-11-07; 7 nov t/m 13 nov '22;60-69;4964;6,04
2022-11-07; 7 nov t/m 13 nov '22;70+;2791;4,87
2022-11-07; 7 nov t/m 13 nov '22;Totaal;16358;8,50
2022-11-14;14 nov t/m 20 nov '22;<=24;339;21,24
2022-11-14;14 nov t/m 20 nov '22;25-39;1675;16,18
2022-11-14;14 nov t/m 20 nov '22;40-49;2362;11,60
2022-11-14;14 nov t/m 20 nov '22;50-59;4113;8,29
2022-11-14;14 nov t/m 20 nov '22;60-69;4904;6,79
2022-11-14;14 nov t/m 20 nov '22;70+;2749;5,35
2022-11-14;14 nov t/m 20 nov '22;Totaal;16142;8,91
2022-11-21;21 nov t/m 27 nov '22;<=24;347;17,29
2022-11-21;21 nov t/m 27 nov '22;25-39;1639;18,24
2022-11-21;21 nov t/m 27 nov '22;40-49;2287;12,11
2022-11-21;21 nov t/m 27 nov '22;50-59;4042;9,08
2022-11-21;21 nov t/m 27 nov '22;60-69;4879;7,71
2022-11-21;21 nov t/m 27 nov '22;70+;2725;5,06
2022-11-21;21 nov t/m 27 nov '22;Totaal;15919;9,53
2022-11-28;28 nov t/m  4 dec '22;<=24;306;21,24
2022-11-28;28 nov t/m  4 dec '22;25-39;1619;16,74
2022-11-28;28 nov t/m  4 dec '22;40-49;2244;13,81
2022-11-28;28 nov t/m  4 dec '22;50-59;3934;10,73
2022-11-28;28 nov t/m  4 dec '22;60-69;4800;8,69
2022-11-28;28 nov t/m  4 dec '22;70+;2698;6,89
2022-11-28;28 nov t/m  4 dec '22;Totaal;15601;10,71
2022-12-05; 5 dec t/m 11 dec '22;<=24;326;20,55
2022-12-05; 5 dec t/m 11 dec '22;25-39;1577;19,85
2022-12-05; 5 dec t/m 11 dec '22;40-49;2229;13,28
2022-12-05; 5 dec t/m 11 dec '22;50-59;3884;11,95
2022-12-05; 5 dec t/m 11 dec '22;60-69;4770;9,27
2022-12-05; 5 dec t/m 11 dec '22;70+;2709;6,64
2022-12-05; 5 dec t/m 11 dec '22;Totaal;15495;11,37
2022-12-12;12 dec t/m 18 dec '22;<=24;303;22,11
2022-12-12;12 dec t/m 18 dec '22;25-39;1570;19,87
2022-12-12;12 dec t/m 18 dec '22;40-49;2181;14,63
2022-12-12;12 dec t/m 18 dec '22;50-59;3840;11,43
2022-12-12;12 dec t/m 18 dec '22;60-69;4750;9,05
2022-12-12;12 dec t/m 18 dec '22;70+;2726;7,67
2022-12-12;12 dec t/m 18 dec '22;Totaal;15370;11,55
2022-12-19;19 dec t/m 25 dec '22;<=24;279;20,79
2022-12-19;19 dec t/m 25 dec '22;25-39;1460;18,56
2022-12-19;19 dec t/m 25 dec '22;40-49;2099;16,06
2022-12-19;19 dec t/m 25 dec '22;50-59;3700;12,65
2022-12-19;19 dec t/m 25 dec '22;60-69;4580;10,28
2022-12-19;19 dec t/m 25 dec '22;70+;2542;8,89
2022-12-19;19 dec t/m 25 dec '22;Totaal;14660;12,49
2022-12-26;26 dec t/m  1 jan '22;<=24;266;18,42
2022-12-26;26 dec t/m  1 jan '22;25-39;1468;16,76
2022-12-26;26 dec t/m  1 jan '22;40-49;2135;13,86
2022-12-26;26 dec t/m  1 jan '22;50-59;3780;12,75
2022-12-26;26 dec t/m  1 jan '22;60-69;4734;10,18
2022-12-26;26 dec t/m  1 jan '22;70+;2678;8,33
2022-12-26;26 dec t/m  1 jan '22;Totaal;15061;11,81
2023-01-02; 2 jan t/m  8 jan '23;<=24;274;19,34
2023-01-02; 2 jan t/m  8 jan '23;25-39;1489;15,45
2023-01-02; 2 jan t/m  8 jan '23;40-49;2108;12,00
2023-01-02; 2 jan t/m  8 jan '23;50-59;3845;10,30
2023-01-02; 2 jan t/m  8 jan '23;60-69;4735;7,33
2023-01-02; 2 jan t/m  8 jan '23;70+;2709;7,12
2023-01-02; 2 jan t/m  8 jan '23;Totaal;15160;9,71
2023-01-09; 9 jan t/m 15 jan '23;<=24;276;15,58
2023-01-09; 9 jan t/m 15 jan '23;25-39;1426;11,15
2023-01-09; 9 jan t/m 15 jan '23;40-49;2135;8,81
2023-01-09; 9 jan t/m 15 jan '23;50-59;3810;7,01
2023-01-09; 9 jan t/m 15 jan '23;60-69;4750;5,54
2023-01-09; 9 jan t/m 15 jan '23;70+;2719;4,49
2023-01-09; 9 jan t/m 15 jan '23;Totaal;15116;6,89
2023-01-16;16 jan t/m 22 jan '23;<=24;277;7,94
2023-01-16;16 jan t/m 22 jan '23;25-39;1405;11,53
2023-01-16;16 jan t/m 22 jan '23;40-49;2075;7,76
2023-01-16;16 jan t/m 22 jan '23;50-59;3747;6,43
2023-01-16;16 jan t/m 22 jan '23;60-69;4683;4,53
2023-01-16;16 jan t/m 22 jan '23;70+;2690;3,68
2023-01-16;16 jan t/m 22 jan '23;Totaal;14877;6,03
2023-01-23;23 jan t/m 29 jan '23;<=24;264;10,98
2023-01-23;23 jan t/m 29 jan '23;25-39;1367;13,31
2023-01-23;23 jan t/m 29 jan '23;40-49;2038;9,57
2023-01-23;23 jan t/m 29 jan '23;50-59;3709;6,42
2023-01-23;23 jan t/m 29 jan '23;60-69;4671;5,25
2023-01-23;23 jan t/m 29 jan '23;70+;2693;3,56
2023-01-23;23 jan t/m 29 jan '23;Totaal;14742;6,68
2023-01-30;30 jan t/m  5 feb '23;<=24;273;18,68
2023-01-30;30 jan t/m  5 feb '23;25-39;1382;13,89
2023-01-30;30 jan t/m  5 feb '23;40-49;1993;10,99
2023-01-30;30 jan t/m  5 feb '23;50-59;3654;6,95
2023-01-30;30 jan t/m  5 feb '23;60-69;4605;5,28
2023-01-30;30 jan t/m  5 feb '23;70+;2681;3,84
2023-01-30;30 jan t/m  5 feb '23;Totaal;14588;7,28
2023-02-06; 6 feb t/m 12 feb '23;<=24;267;17,60
2023-02-06; 6 feb t/m 12 feb '23;25-39;1314;14,00
2023-02-06; 6 feb t/m 12 feb '23;40-49;1978;10,36
2023-02-06; 6 feb t/m 12 feb '23;50-59;3654;8,21
2023-02-06; 6 feb t/m 12 feb '23;60-69;4603;6,60
2023-02-06; 6 feb t/m 12 feb '23;70+;2671;4,72
2023-02-06; 6 feb t/m 12 feb '23;Totaal;14487;8,05
